Volume,Doors,Style
0.9992009587217894,0.039968038348871575,Sedan
0.9993977281762547,0.03470131000611996,SUV
0.9995777419139332,0.029057492497498057,SUV
0.9993019805449086,0.037357083384856396,SUV
0.9995740375718565,0.029184643432754932,SUV
0.9993956333964842,0.03476158724857336,SUV
0.999567754464353,0.029399051601892736,Jeep
0.9996747734711272,0.025501907486508348,Van
0.9992751652576649,0.03806762534314914,SUV
0.9996876464081228,0.02499219116020307,SUV
0.9992009587217894,0.039968038348871575,Pickup
0.999133073092352,0.04163054471218133,SUV
0.9995842091710024,0.028834159879932764,Jeep
0.9992319507315425,0.039185566695354605,Sedan
0.9997232982791523,0.023522901135980056,SUV
0.9993148337667671,0.037011660509880265,Jeep
0.9995411791453814,0.030289126640769135,Pickup
0.9994259471398348,0.033878845665757114,Sedan
0.9992751652576649,0.03806762534314914,SUV
0.9991330730923519,0.04163054471218133,SUV
0.9997830567281121,0.02082881368183567,Sedan
0.9978428725040861,0.06564755740158461,SUV
0.9995520957215442,0.029926709452740848,SUV
0.9994161009647416,0.03416807182785442,SUV
0.9995120760870788,0.031234752377721213,SUV
0.9996671797553115,0.02579786270336288,Sedan
0.9993956333964842,0.03476158724857336,Sedan
0.9992751652576649,0.03806762534314914,SUV
0.9988893574840034,0.04711742252283035,SUV
0.9993248625325815,0.03673988465193314,SUV
0.999567754464353,0.029399051601892736,SUV
0.9990958406831207,0.042514716624813646,Sedan
0.9991508330917331,0.04120209620996838,Sedan
0.9991147502967769,0.042067989486180075,Sedan
0.9992009587217894,0.039968038348871575,Sedan
0.9993628543475496,0.03569153051241249,Sedan
0.9996197176265967,0.02757571634831991,SUV
0.9988681377244376,0.04756514941544941,SUV
0.9993045799517767,0.03728748432655883,SUV
0.9998611400396,0.016664352333993333,Van
0.9993045799517767,0.03728748432655883,SUV
0.9990958406831207,0.042514716624813646,Sedan
0.9993740708251452,0.03537607330354496,Sedan
0.9991612284847107,0.040949230675602896,SUV
0.9991847547814336,0.04037110120329025,SUV
0.9995411791453814,0.030289126640769135,Pickup
0.9992887623566787,0.03770900990025203,SUV
0.9995920864606946,0.02855977389887699,Jeep
0.9994629430332294,0.03276927682076162,Sedan
0.9993394979464321,0.036339618107142986,Sedan
0.9993273353312655,0.03667256276445011,SUV
0.9993394979464321,0.036339618107142986,Sedan
0.9995411791453814,0.030289126640769135,Pickup
0.9994259471398348,0.033878845665757114,Sedan
0.9988893574840034,0.04711742252283035,SUV
0.9990395510567565,0.043817524169155984,SUV
0.9989685402102995,0.04540766091864998,Sedan
0.9997232982791523,0.023522901135980056,Pickup
0.9992611746313143,0.03843312210120439,Jeep
0.9990958406831207,0.042514716624813646,Sedan
0.9992166844974398,0.039572937999898604,Sedan
0.9993628543475496,0.03569153051241249,Sedan
0.9996197176265967,0.02757571634831991,SUV
0.9992887623566787,0.03770900990025203,Jeep
0.9994449069791543,0.03331483023263848,Sedan
0.9993956333964842,0.03476158724857336,Sedan
0.9995341524233314,0.030520126791552103,SUV
0.9996539193528471,0.026306682088232818,Van
0.9995520957215442,0.029926709452740848,SUV
0.999554764002863,0.029837455641876506,Pickup
0.9992009587217894,0.039968038348871575,Sedan
0.9992751652576649,0.03806762534314914,Sedan
0.9991680531005774,0.04078236951430928,Pickup
0.9995120760870788,0.031234752377721213,Van
0.9991508330917331,0.04120209620996838,Sedan
0.9992009587217894,0.039968038348871575,Sedan
0.9991508330917331,0.04120209620996838,Sedan
0.9995920864606946,0.02855977389887699,SUV
0.9990958406831207,0.042514716624813646,SUV
0.9997265237702253,0.023385415760707025,SUV
0.9991508330917331,0.04120209620996838,Sedan
0.9991147502967769,0.042067989486180075,Sedan
0.9995613313382166,0.02961663203965086,Pickup
0.9991847547814336,0.04037110120329025,Sedan
0.9995411791453814,0.030289126640769135,Pickup
0.9994594068217016,0.032876954171766504,SUV
0.9996446339617708,0.026657190238980555,Van
0.9994449069791543,0.03331483023263848,Pickup
0.9993740708251452,0.03537607330354496,Sedan
0.9993513337515763,0.03601266067573248,SUV
0.9992611746313143,0.03843312210120439,Sedan
0.9990958406831207,0.042514716624813646,Sedan
0.9995613313382166,0.02961663203965086,SUV
0.9991147502967769,0.042067989486180075,Jeep
0.9993628543475496,0.03569153051241249,Sedan
0.9997232982791523,0.023522901135980056,Sedan
0.9989685402102997,0.045407660918649985,Sedan
0.9997166737441362,0.023802777946288958,SUV
0.9994059993535875,0.03446227583977888,Sedan
0.9994629430332294,0.03276927682076162,Pickup
0.9992751652576649,0.03806762534314914,Sedan
0.9995269630766537,0.03075467578697396,Pickup
0.9994540366753351,0.03303980286530033,Sedan
0.9991847547814336,0.04037110120329025,Sedan
0.9994449069791543,0.03331483023263848,Pickup
0.9993248625325815,0.03673988465193314,SUV
0.9994540366753351,0.03303980286530033,SUV
0.9992166844974398,0.039572937999898604,Sedan
0.9993956333964842,0.03476158724857336,SUV
0.9993394979464321,0.036339618107142986,Jeep
0.999554764002863,0.029837455641876506,SUV
0.9995574085167951,0.02974873239633319,SUV
0.9996610881683443,0.0260328408377173,Van
0.9995120760870788,0.031234752377721213,SUV
0.9994629430332294,0.03276927682076162,SUV
0.9996144206527183,0.027767067240353285,SUV
0.9997026906430501,0.024382992454708537,Sedan
0.9992467751496918,0.03880570000581327,SUV
0.9994716332766336,0.03250314254558158,SUV
0.9990561583550596,0.04343722427630694,SUV
